segment_filename,basefile,age,gender,n,ngram,clean_google_phrase,clean_google_ngram_wer,clean_ibm_phrase,clean_ibm_ngram_wer,clean_amazon_phrase,clean_amazon_ngram_wer,clean_msft_phrase,clean_msft_ngram_wer,clean_apple_phrase,clean_apple_ngram_wer
DCB_se2_ag4_f_02_1_1187807_1201033.wav,DCB_se2_ag4_f_02_1,51,Female,5,so you know i i,so i,0.6,so you know i i,0,so you know i,0.2,so you know i,0.2,so i,0.6
DCB_se2_ag4_f_02_1_1542868_1568283.wav,DCB_se2_ag4_f_02_1,51,Female,5,it was it was like,it was it was like,0,it was it was like,0,it was it was like,0,it was it was like,0,it was it was like,0
DCB_se2_ag4_f_02_1_2536678_2560068.wav,DCB_se2_ag4_f_02_1,51,Female,5,so thats what i did,so thats what i did,0,thats what i did,0.2,thats what i did,0.2,thats what i did,0.2,thats what i did,0.2
DCB_se2_ag4_f_02_1_3710029_3732592.wav,DCB_se2_ag4_f_02_1,51,Female,5,this weekend and we were,this weekend and we were,0,this weekend we were,0.2,this weekend we were,0.2,this weekend and we were,0,this week and we were,0.2
DCB_se2_ag4_m_01_1_518347_538216.wav,DCB_se2_ag4_m_01_1,59,Male,5,but once you cross that,you do that,0.6,you do that,0.6,you grow that,0.6,once you cross that,0.2,you do that,0.6
DCB_se2_ag4_m_01_1_795133_800680.wav,DCB_se2_ag4_m_01_1,59,Male,5,i think the the the,i think the,0.4,i think with the the,0.2,i think,0.6,i think the,0.4,i begged the,0.6
DCB_se2_ag4_m_01_1_1893964_1916260.wav,DCB_se2_ag4_m_01_1,59,Male,6,if you look at it its,if you look at it,0.166666667,if you look at it,0.166666667,if you look at it,0.166666667,if you look at it,0.166666667,if you look at it,0.166666667
DCB_se2_ag4_m_01_1_2683980_2704238.wav,DCB_se2_ag4_m_01_1,59,Male,5,but its not its not,but its not,0.4,but its not,0.4,but its not its not,0,but its not its not,0,not,0.8
DCB_se2_ag4_m_01_1_2683980_2704238.wav,DCB_se2_ag4_m_01_1,59,Male,5,now i dont have to,i was going to,0.6,now i dont want to,0.2,now i dont want to,0.2,now i dont have to,0,to,0.8
DCB_se2_ag4_m_01_1_3198796_3227022.wav,DCB_se2_ag4_m_01_1,59,Male,5,its its a its a,a,0.8,its its,0.6,its,0.8,its its,0.6,a,0.8
DCB_se2_ag4_m_01_1_3198796_3227022.wav,DCB_se2_ag4_m_01_1,59,Male,6,its a its a its a,a,0.833333333,its its,0.666666667,its,0.833333333,its its,0.666666667,a,0.833333333
DCB_se3_ag3_f_01_1_176756_215122.wav,DCB_se3_ag3_f_01_1,32,Female,5,and then he went back,and then he went back,0,and then he went back,0,and then he went back,0,and then he went back,0,and then he went back,0
DCB_se3_ag3_f_01_1_554346_573162.wav,DCB_se3_ag3_f_01_1,32,Female,5,i mean i feel like,i mean i feel like,0,i mean i feel like,0,i mean i feel like,0,i mean i feel like,0,i mean i feel like,0
DCB_se3_ag3_f_01_1_675426_691677.wav,DCB_se3_ag3_f_01_1,32,Female,5,a lot of the kids,a lot of the kids,0,a lot of the kids,0,the kids,0.6,a lot of the kids,0,a lot of the kids,0
DCB_se3_ag3_f_01_1_741366_765575.wav,DCB_se3_ag3_f_01_1,32,Female,6,i dont know if they were,i dont know if they were,0,i dont know if they were,0,i dont know if they were,0,i dont know if they were,0,i dont know if they were,0
DCB_se3_ag3_f_01_1_1128589_1156499.wav,DCB_se3_ag3_f_01_1,32,Female,5,my dad grew up in,my dad grew up in,0,my dad grew up in,0,my dad grew up in,0,my dad grew up in,0,my dad grew up in,0
DCB_se3_ag3_f_01_1_1319274_1355782.wav,DCB_se3_ag3_f_01_1,32,Female,5,a lot of kids who,a lot of kids who,0,a lot of kids who,0,a lot of kids who,0,a lot of kids who,0,a lot of kids who,0
DCB_se3_ag3_f_01_1_1319274_1355782.wav,DCB_se3_ag3_f_01_1,32,Female,6,there were a lot of kids,there are a lot of kids,0.166666667,there are a lot of kids,0.166666667,there were a lot of kids,0,there were a lot of kids,0,there were a lot of kids,0
DCB_se3_ag3_f_01_1_1361382_1390865.wav,DCB_se3_ag3_f_01_1,32,Female,5,and a lot of them,and a lot of them,0,and a lot of them,0,and a lot of them,0,and a lot of them,0,and a lot of them,0
DCB_se3_ag3_f_01_1_1361382_1390865.wav,DCB_se3_ag3_f_01_1,32,Female,6,and then a lot of the,and then a lot of the,0,and then a lot of the,0,and then a lot of the,0,and then a lot of the,0,and then a lot of the,0
DCB_se3_ag3_f_01_1_1580563_1613202.wav,DCB_se3_ag3_f_01_1,32,Female,5,when i was there but,when i was there but,0,when i was there but,0,when i was there but,0,when i was there but,0,when i was there but,0
DCB_se3_ag3_f_02_1_463715_506047.wav,DCB_se3_ag3_f_02_1,39,Female,5,any of that stuff i,any of that stuff i,0,any of that stuff i,0,any of that stuff i,0,any of that stuff i,0,any of that stuff i,0
DCB_se3_ag3_f_02_1_705380_738437.wav,DCB_se3_ag3_f_02_1,39,Female,5,at the end of the,at the end of the,0,at the end of the,0,the end of the,0.2,at the end of the,0,at the end of the,0
DCB_se3_ag3_f_02_1_1821120_1853777.wav,DCB_se3_ag3_f_02_1,39,Female,5,but at that time i,but i,0.6,but at,0.6,but and thats why i,0.6,but i,0.6,but i,0.6
DCB_se3_ag3_f_02_1_2610044_2623897.wav,DCB_se3_ag3_f_02_1,39,Female,5,know what youre talking about,know,0.8,,1,know that about,0.6,know that about,0.6,,1
DCB_se3_ag3_f_02_1_2632973_2651557.wav,DCB_se3_ag3_f_02_1,39,Female,5,i dont know its just,i,0.8,i dont,0.6,i dont know its just,0,i dont know its just,0,i dont know,0.4
DCB_se3_ag3_f_02_1_2883645_2918424.wav,DCB_se3_ag3_f_02_1,39,Female,5,and at that time i,and i,0.6,and i,0.6,and at that time i,0,and at that time i,0,at that time i,0.2
DCB_se3_ag3_f_02_1_3300068_3330461.wav,DCB_se3_ag3_f_02_1,39,Female,5,you know some of the,you know some of,0.2,you know some of,0.2,you know some of,0.2,you know,0.6,you know some of,0.2
DCB_se3_ag3_m_01_1_594393_601974.wav,DCB_se3_ag3_m_01_1,33,Male,5,just like oh my gosh,just like oh my gosh,0,like oh my,0.4,just like oh my gosh,0,just like oh my gosh,0,like oh my gosh,0.2
DCB_se3_ag3_m_02_1_300623_314188.wav,DCB_se3_ag3_m_02_1,40,Male,5,cause i mean growing up,i mean growing up,0.2,i mean growing up,0.2,i mean growing up,0.2,cause i mean growing up,0,i,0.8
DCB_se3_ag3_m_02_1_315306_340456.wav,DCB_se3_ag3_m_02_1,40,Male,5,at the same time and,at the same time and,0,the time,0.6,the time,0.6,at the same time and,0,the time,0.6
DCB_se3_ag3_m_02_1_341632_363626.wav,DCB_se3_ag3_m_02_1,40,Male,6,a lot of things that i,a lot of things that i,0,a lot of things that i,0,a lot of things that i,0,a lot of things that i,0,a lot of things that i,0
DCB_se3_ag3_m_02_1_1147468_1155101.wav,DCB_se3_ag3_m_02_1,40,Male,5,if i was going to,i was,0.6,i was wanting to,0.4,if i was going to,0,if i was going to,0,i was,0.6
DCB_se3_ag3_m_02_1_2186468_2199129.wav,DCB_se3_ag3_m_02_1,40,Male,5,that a little bit and,that a little bit and,0,that a little bit and,0,that a little bit and,0,that a little bit,0.2,that a little bit and,0
DCB_se3_ag3_m_02_1_2849877_2862409.wav,DCB_se3_ag3_m_02_1,40,Male,5,i i like i said,,1,i i guess i,0.4,i like i said,0.2,i like i said,0.2,,1
DCB_se3_ag4_f_01_1_818352_834740.wav,DCB_se3_ag4_f_01_1,59,Female,8,i thought i was going to be a,i thought i was going to be a,0,i thought i was going to be a,0,i thought it was going to be a,0.125,i thought i was going to be a,0,i thought was going to be a,0.125
DCB_se3_ag4_f_02_1_993348_1037955.wav,DCB_se3_ag4_f_02_1,54,Female,5,its just you know i,its just you know i,0,its just you know i,0,its just you know i,0,just you know i,0.2,its just you know i,0
DCB_se3_ag4_f_02_1_3113871_3140701.wav,DCB_se3_ag4_f_02_1,54,Female,5,so it was kind of,so it was kind of,0,so it was kind of,0,so it was kind of,0,so it was kind of,0,so it was kind,0.2
DCB_se3_ag4_f_02_1_3141572_3178396.wav,DCB_se3_ag4_f_02_1,54,Female,5,a lot of people there,a lot of people there,0,a lot of people there,0,a lot of people there,0,a lot of people there,0,a lot of people there,0
DCB_se3_ag4_m_01_1_224287_257781.wav,DCB_se3_ag4_m_01_1,60,Male,5,know a lot about this,know a lot about this,0,know a lot about this,0,know a lot about this,0,know a lot about this,0,know a lot about this,0
DCB_se3_ag4_m_01_1_276083_314757.wav,DCB_se3_ag4_m_01_1,60,Male,5,we had a lot of,we had a lot of,0,we had a lot of,0,we had a lot of,0,we had a lot of,0,a lot of,0.4
DCB_se3_ag4_m_01_1_498900_534956.wav,DCB_se3_ag4_m_01_1,60,Male,5,like that you know yeah,like that,0.6,like that yeah,0.4,like that,0.6,like that yeah,0.4,like that yeah,0.4
DCB_se3_ag4_m_01_1_498900_534956.wav,DCB_se3_ag4_m_01_1,60,Male,5,of the things that were,of the,0.6,of the,0.6,of no things that were,0.2,of things that were,0.2,of the things they were,0.2
DCB_se3_ag4_m_01_1_801091_826985.wav,DCB_se3_ag4_m_01_1,60,Male,5,back in the forties and,back in the forties and,0,back in the forties,0.2,back in the forties and,0,back in the forties and,0,back in the forties and,0
DCB_se3_ag4_m_01_1_1678403_1707228.wav,DCB_se3_ag4_m_01_1,60,Male,5,all the way to the,all the way to the,0,all the way to the,0,all the way to the,0,all the way to the,0,all the way to the,0
DCB_se3_ag4_m_02_1_86054_114159.wav,DCB_se3_ag4_m_02_1,66,Male,5,i was i think in,i was i think in,0,i was i think in,0,i wass i think in,0.2,i was i think in,0,i was i think in,0
DCB_se3_ag4_m_02_3_283347_308607.wav,DCB_se3_ag4_m_02_3,66,Male,5,there was a lot of,there was a lot of,0,there was a lot of,0,there was a lot of,0,there was a lot of,0,there was a lot of,0
PRV_se0_ag1_f_01_1_979762_986610.wav,PRV_se0_ag1_f_01_1,19,Female,5,and everything but it was,and everything but was,0.2,,1,but,0.8,and everything but,0.4,,1
PRV_se0_ag1_f_01_1_996314_1002295.wav,PRV_se0_ag1_f_01_1,19,Female,5,but it was just like,but it was just like,0,but it was just like,0,but it was just like,0,,inf,just like,0.6
PRV_se0_ag1_f_01_1_1198094_1204653.wav,PRV_se0_ag1_f_01_1,19,Female,5,you know a lot of,you know lots of,0.4,you know five of,0.4,you know lots of,0.4,you know lots of,0.4,you know,0.6
PRV_se0_ag1_f_01_1_1362920_1369559.wav,PRV_se0_ag1_f_01_1,19,Female,5,and she was like we,she was like,0.4,she was like,0.4,she was like,0.4,she was like,0.4,she,0.8
PRV_se0_ag2_f_02_1_1739988_1767042.wav,PRV_se0_ag2_f_02_1,48,Female,5,have a little bit more,have a little bit more,0,have a little bit more,0,have a little bit more,0,have a little bit more,0,have a little bit more,0
PRV_se0_ag2_f_02_1_2583201_2591646.wav,PRV_se0_ag2_f_02_1,48,Female,5,you see a lot of,a lot of,0.4,see a lot of,0.2,see a lot of,0.2,see a lot of,0.2,,1
PRV_se0_ag2_f_02_2_898267_904819.wav,PRV_se0_ag2_f_02_2,48,Female,5,and so i had to,and so i had to,0,and so i had,0.2,and so i,0.4,and so i had,0.2,i had to,0.4
PRV_se0_ag3_f_02_1_1507840_1518671.wav,PRV_se0_ag3_f_02_1,40,Female,5,get on the bus and,get on the bus and,0,get on the bass and,0.2,get on the bus and,0,get on the bus and,0,get on the bus and,0
PRV_se0_ag3_f_02_2_1768811_1779062.wav,PRV_se0_ag3_f_02_2,40,Female,5,and then there was a,and then there was a,0,and then there was a,0,and then there was a,0,and then there was a,0,and then there was a,0
PRV_se0_ag3_f_04_1_1348097_1359131.wav,PRV_se0_ag3_f_04_1,76,Female,5,and i didnt get to,and i didnt get to,0,and,0.8,and i didnt get to,0,and i didnt get to,0,and i didnt get,0.2
PRV_se0_ag3_f_04_1_1873262_1878732.wav,PRV_se0_ag3_f_04_1,76,Female,5,years older than he is,years,0.8,he is,0.6,years,0.8,years,0.8,,1
PRV_se0_ag3_f_04_3_356292_363334.wav,PRV_se0_ag3_f_04_3,76,Female,5,when we were growing up,,1,when we,0.6,when we were,0.4,when we were,0.4,when we were,0.4
PRV_se0_ag3_f_04_3_439474_452032.wav,PRV_se0_ag3_f_04_3,76,Female,6,but i dont know you know,but i dont know you know,0,but i dont know you know,0,but i dont know you know,0,but i dont know you know,0,but i dont know you know,0
PRV_se0_ag3_m_01_1_158559_167998.wav,PRV_se0_ag3_m_01_1,64,Male,5,as a matter of fact,a lot of,0.6,of,0.8,fact,0.8,matter fact,0.6,of,0.8
PRV_se0_ag3_m_01_1_572306_584938.wav,PRV_se0_ag3_m_01_1,64,Male,6,you know it was like my,you know it was like my,0,you know is like,0.5,you know like,0.5,,inf,you know,0.666666667
PRV_se0_ag3_m_01_1_1239328_1249532.wav,PRV_se0_ag3_m_01_1,64,Male,5,but at the same time,but at the same time,0,at the same time,0.2,but at the same time,0,but at the same time,0,but at the same time,0
PRV_se0_ag3_m_01_1_2032133_2038853.wav,PRV_se0_ag3_m_01_1,64,Male,5,on the side of the,on the side of the,0,on the sad of the,0.2,on the side of the,0,on the side of the,0,on the side of the,0
PRV_se0_ag3_m_01_2_337858_348258.wav,PRV_se0_ag3_m_01_2,64,Male,5,it was just a a,it was just a a,0,it was just the a,0.2,it was just a,0.2,it was jester a,0.4,it was just in a,0.2
ROC_se0_ag1_f_01_1_453489_469577.wav,ROC_se0_ag1_f_01_1,26,Female,5,so a lot of the,so a lot of the,0,a lot of the,0.2,so a lot of the,0,so a lot of the,0,so a lot of the,0
ROC_se0_ag1_f_01_1_731700_748963.wav,ROC_se0_ag1_f_01_1,26,Female,5,was just kind of like,was just kind of like,0,was just kind of like,0,was just kind of like,0,was just kind of like,0,was just kind a like,0.2
ROC_se0_ag1_f_01_1_2685915_2720794.wav,ROC_se0_ag1_f_01_1,26,Female,6,i feel like a lot of,i feel like a lot of,0,a lot of,0.5,i feel like a lot of,0,i feel like a lot of,0,i feel like a lot of,0
ROC_se0_ag1_f_01_1_2814366_2829390.wav,ROC_se0_ag1_f_01_1,26,Female,5,dont get a lot of,dont get a lot of,0,dont get a lot of,0,dont get a lot of,0,dont get a lot of,0,dont get a lot of,0
ROC_se0_ag1_f_02_1_1303195_1334719.wav,ROC_se0_ag1_f_02_1,28,Female,5,you have to have a,you have to have a,0,you have to have a,0,you have to have a,0,you have to have a,0,you have to have a,0
ROC_se0_ag1_f_02_1_1380090_1429279.wav,ROC_se0_ag1_f_02_1,28,Female,5,you know i dont know,i dont know,0.4,you know i dont know,0,you know,0.6,you know i know,0.2,you know i dont know,0
ROC_se0_ag1_f_03_1_1713100_1726058.wav,ROC_se0_ag1_f_03_1,28,Female,5,but i feel like its,i feel like,0.4,like its,0.6,but i feel like its,0,but i feel like its,0,like,0.8
ROC_se0_ag1_f_03_1_1941795_1951809.wav,ROC_se0_ag1_f_03_1,28,Female,5,i feel like its more,i feel like its more,0,i feel like its more,0,i feel like its more,0,i feel like its more,0,i feel like its more,0
ROC_se0_ag1_f_03_1_2369316_2392482.wav,ROC_se0_ag1_f_03_1,28,Female,5,for me i could take,for me i could take,0,for me i could take,0,for me i could take,0,for me i could take,0,for me i could take,0
ROC_se0_ag1_f_03_1_2756313_2764994.wav,ROC_se0_ag1_f_03_1,28,Female,6,and i dont know if it,and i dont know if,0.166666667,and i dont know if,0.166666667,and i dont know if,0.166666667,and i dont know if,0.166666667,and i dont know if,0.166666667
ROC_se0_ag1_m_01_1_949627_982435.wav,ROC_se0_ag1_m_01_1,24,Male,5,wake up in the morning,wake up in the morning,0,wake up in the morning,0,wake up in the morning,0,wake up in the morning,0,wake up in the morning,0
ROC_se0_ag1_m_01_1_3433072_3455724.wav,ROC_se0_ag1_m_01_1,24,Male,5,here my whole life so,here my whole life so,0,here my whole life so,0,here my whole life so,0,here my whole life so,0,here my whole life so,0
ROC_se0_ag1_m_02_1_1311807_1327823.wav,ROC_se0_ag1_m_02_1,27,Male,5,im im not going to,im not going to,0.2,im im not going to,0,im im not going to,0,im not going to,0.2,im im not going to,0
ROC_se0_ag1_m_03_1_45507_57870.wav,ROC_se0_ag1_m_03_1,25,Male,5,for a long long time,for a long long time,0,for a long long time,0,for a long long time,0,for a long long time,0,for a long long time,0
ROC_se0_ag1_m_03_1_417933_455595.wav,ROC_se0_ag1_m_03_1,25,Male,6,right across the st from my,right across the st from my,0,right across the st from my,0,right across the st from my,0,right across the st from my,0,right across the st from my,0
ROC_se0_ag1_m_03_1_1312012_1324347.wav,ROC_se0_ag1_m_03_1,25,Male,5,its its almost hard to,its its almost hard to,0,its its almost hard to,0,its its almost hard to,0,its its almost hard to,0,its almost hard to,0.2
ROC_se0_ag1_m_03_1_1703802_1749300.wav,ROC_se0_ag1_m_03_1,25,Male,5,want to be able to,want to be able to,0,want to be able to,0,want to,0.6,want to be able to,0,want to be able to,0
ROC_se0_ag2_f_01_1_174923_203269.wav,ROC_se0_ag2_f_01_1,31,Female,5,and i was born in,i was born in,0.2,i was born in,0.2,i was born in,0.2,i grew up in,0.6,i was born in,0.2
ROC_se0_ag2_f_01_1_4558165_4576078.wav,ROC_se0_ag2_f_01_1,31,Female,5,so a lot of people,a lot of people,0.2,a lot of people,0.2,so a lot of people,0,so a lot of people,0,so loud people,0.6
ROC_se0_ag2_f_01_1_4558165_4576078.wav,ROC_se0_ag2_f_01_1,31,Female,5,a lot of people from,a lot of people from,0,a lot of people from,0,a lot of people from,0,a lot of people from,0,people from,0.6
ROC_se0_ag2_f_02_1_69901_96955.wav,ROC_se0_ag2_f_02_1,32,Female,5,we didnt get to go,we didnt get to go,0,we didnt get to go,0,we didnt get to go,0,we didnt get to go,0,we didnt get to go,0
ROC_se0_ag2_f_02_1_791340_815012.wav,ROC_se0_ag2_f_02_1,32,Female,5,i dont know about that,i dont know about that,0,i dont know,0.4,i dont,0.6,i dont know about that,0,i dont know,0.4
ROC_se0_ag2_f_02_1_890303_923124.wav,ROC_se0_ag2_f_02_1,32,Female,5,a lot of these people,a lot of these people,0,a lot of these people,0,a lot of these people,0,a lot of these people,0,people,0.8
ROC_se0_ag2_f_02_1_1476631_1491437.wav,ROC_se0_ag2_f_02_1,32,Female,5,like you know you see,like you know you see,0,like you know you see,0,like you know you see,0,like you know you see,0,like you know you,0.2
ROC_se0_ag2_f_02_1_2113403_2144994.wav,ROC_se0_ag2_f_02_1,32,Female,6,i was like you need to,i was like you need to,0,i was like you need to,0,i was like you need to,0,i was like you need to,0,i was like do you need,0.333333333
ROC_se0_ag2_f_02_1_2592582_2614880.wav,ROC_se0_ag2_f_02_1,32,Female,5,its like i dont know,its like i dont know,0,its like i dont know,0,its like i dont know,0,its like i dont know,0,its like i dont know,0
ROC_se0_ag2_f_02_1_2831510_2873063.wav,ROC_se0_ag2_f_02_1,32,Female,5,and he was like oh,and he was like,0.2,he was like,0.4,and he was like oh,0,and he was like oh,0,and he was,0.4
ROC_se0_ag2_f_02_1_2989103_3022527.wav,ROC_se0_ag2_f_02_1,32,Female,5,and she said she didnt,and she said she didnt,0,and she said she didnt,0,and she said she didnt,0,and she said she didnt,0,and she said she didnt,0
ROC_se0_ag2_f_03_1_98023_130140.wav,ROC_se0_ag2_f_03_1,39,Female,5,i dont know if i,i dont know if i,0,i think the older i,0.6,i dont,0.6,i dont know if i,0,i dont know if i,0
ROC_se0_ag2_f_03_1_211669_223270.wav,ROC_se0_ag2_f_03_1,39,Female,5,and now that i see,and now that i see,0,and now that i see,0,and now that i see,0,and now that i see,0,and now that i see,0
ROC_se0_ag2_f_03_1_1665857_1707023.wav,ROC_se0_ag2_f_03_1,39,Female,5,to them and i think,to them and i think,0,to them and i think,0,to them and i think,0,to them and i think,0,to them and i think,0
ROC_se0_ag2_f_03_1_2168289_2192914.wav,ROC_se0_ag2_f_03_1,39,Female,5,and so i think that,and so i think that,0,and so i think that,0,and so i think that,0,and so i think that,0,and so i think that,0
ROC_se0_ag2_f_04_1_357038_401875.wav,ROC_se0_ag2_f_04_1,43,Female,5,a couple of times and,a couple of times and,0,a couple of times and,0,a couple of times and,0,a couple of times and,0,a couple times and,0.2
ROC_se0_ag2_f_04_1_605816_643702.wav,ROC_se0_ag2_f_04_1,43,Female,5,and i was like oh,i was,0.6,i was,0.6,and i was like,0.2,and i was like,0.2,and i was like,0.2
ROC_se0_ag2_f_04_1_792507_811940.wav,ROC_se0_ag2_f_04_1,43,Female,5,and so i did that,and so i did that,0,and so i did that,0,and so i did that,0,and so i did that,0,and so i did that,0
ROC_se0_ag2_f_04_1_881915_906432.wav,ROC_se0_ag2_f_04_1,43,Female,5,a year and then i,and then i,0.4,and then,0.6,and then,0.6,and then i,0.4,and then,0.6
ROC_se0_ag3_f_01_1_858762_888161.wav,ROC_se0_ag3_f_01_1,52,Female,5,i dont know they dont,i dont know they dont,0,i dont know they dont,0,i dont know they dont,0,i dont know i dont,0.2,i dont know they dont,0
ROC_se0_ag3_f_02_1_1525881_1530958.wav,ROC_se0_ag3_f_02_1,80,Female,5,didnt think anything of it,didnt think anything of it,0,didnt think anything of it,0,didnt think anything of it,0,didnt think anything of it,0,didnt think anything of it,0
ROC_se0_ag3_f_02_1_1615257_1622185.wav,ROC_se0_ag3_f_02_1,80,Female,5,and thats the way we,and thats the way we,0,the way we,0.4,and thats the way we,0,the way we,0.4,and thats the way we,0